id,URL,Y,createdAt,updatedAt
22,scam.zusidelavi.com,true,2026-05-31T08:49:02.909Z,2026-05-31T08:49:14.946Z
24,www.epace.si,false,2026-05-31T08:49:24.197Z,2026-05-31T08:49:32.078Z
23,epace.si,false,2026-05-31T08:49:14.964Z,2026-05-31T08:49:34.016Z
25,scam[.]zusidelavi[.]com,true,2026-05-31T08:49:35.297Z,2026-05-31T08:49:53.364Z
